name,date,location,label
Ofav2_T1_22.JPG,2022-05-01,Biscayne Bay,healthy
Ofav2_T1_24.JPG,2022-05-01,Biscayne Bay,healthy
Ofav2_T1_3.JPG,2022-05-01,Biscayne Bay,healthy
Ofav2_T2_6.JPG,2022-05-01,Biscayne Bay,bleached
Ofav2_T3_12.JPG,2022-05-01,Biscayne Bay,healthy
Ofav2_T3_6.JPG,2022-05-01,Biscayne Bay,healthy
Ofav2_T4_23.JPG,2022-05-01,Biscayne Bay,bleached
Ofav2_T4_25.JPG,2022-05-01,Biscayne Bay,healthy
Ofav2_T4_7.JPG,2022-05-01,Biscayne Bay,healthy
Ofav2_T4_8.JPG,2022-05-01,Biscayne Bay,bleached
Ofav2_T5_22.JPG,2022-05-01,Biscayne Bay,healthy
OfavB_T1_17.JPG,2022-05-01,Biscayne Bay,healthy
OfavB_T2_14.JPG,2022-05-01,Biscayne Bay,bleached
OfavB_T2_21.JPG,2022-05-01,Biscayne Bay,healthy
OfavB_T2_22.JPG,2022-05-01,Biscayne Bay,dead
OfavB_T2_25.JPG,2022-05-01,Biscayne Bay,healthy
OfavB_T3_18.JPG,2022-05-01,Biscayne Bay,healthy
OfavB_T3_19.JPG,2022-05-01,Biscayne Bay,bleached
OfavB_T3_1.JPG,2022-05-01,Biscayne Bay,healthy
OfavB_T3_3.JPG,2022-05-01,Biscayne Bay,healthy
OfavB_T3_7.JPG,2022-05-01,Biscayne Bay,healthy
OfavB_T4_20.JPG,2022-05-01,Biscayne Bay,dead
OfavB_T4_21.JPG,2022-05-01,Biscayne Bay,healthy
OfavB_T4_3.JPG,2022-05-01,Biscayne Bay,healthy
OfavB_T4_7.JPG,2022-05-01,Biscayne Bay,bleached
OfavB_T5_23.JPG,2022-05-01,Biscayne Bay,healthy
OfavB_T5_4.JPG,2022-05-01,Biscayne Bay,dead
OfavB_T5_7.JPG,2022-05-01,Biscayne Bay,bleached
OfavB_T5_8.JPG,2022-05-01,Biscayne Bay,dead
